Index,Type,Price,Area,Location
12416,T3,485000,123.42,Setúbal
12417,T3,491000,125.45,Setúbal
12418,T3,486000,123.43,Setúbal
12419,T3,515000,123.42,Setúbal
12420,T3,445000,136,Lisboa
12421,T2,230000,104,Leiria
12422,T2,650000,94,Ilha da Madeira
12423,T3,255000,115,Leiria
12424,T4,167500,131,Coimbra
12425,T0,220000,41,Faro
12426,T2,1111000,112.65,Lisboa
12427,T1,792000,71.10,Lisboa
12428,T2,355000,83,Porto
12429,T2,355000,83,Porto
12430,T2,355000,83,Porto
12431,T2,355000,83,Porto
12432,T2,355000,83,Porto
12433,T2,440000,94,Porto
12434,T2,360000,83,Porto
12435,T2,445000,122,Porto
12436,T1,225000,68,Porto
12437,T3,440000,163,Porto
12438,T3,450000,167,Porto
12439,T4,710000,188,Porto
12440,T3,545000,129,Porto
12441,T4,710000,188,Porto
12442,T2,410000,110,Porto
12443,T2,405000,110,Porto
12444,T4,1600000,322,Porto
12445,T0,185000,42,Porto
12446,T3,565600,138.75,Porto
12447,T3,2950000,206,Lisboa
12448,T2,165000,61,Coimbra
12449,T2,490000,108,Lisboa
12450,T1,270000,41,Lisboa
12451,T3,590000,142.52,Setúbal
12452,T3,410000,131.50,Ilha da Madeira
12453,T2,299900,98,Porto
12454,T4,1750000,214,Faro
12455,T2,209750,66,Setúbal
12456,T1,375000,68.90,Faro
12457,T3,1399000,136,Lisboa
12458,T2,458900,104.20,Porto
12459,T3,635500,147.10,Porto
12460,T3,530100,127.60,Porto
12461,T3,718900,172.10,Porto
12462,T3,783900,193.50,Porto
12463,T3,783900,193.30,Porto
12464,T1,197000,52.40,Faro
12465,T3,450000,130,Coimbra
12466,T2,420000,116,Porto
12467,T3,325000,157,Setúbal
12468,T4,795000,184,Porto
12469,T2,290000,88,Porto
12470,T0,295000,47,Porto
12471,T1,290000,73,Faro
12472,T3,695000,115,Lisboa
12474,T2,600000,131,Porto
12475,T3,295000,116,Setúbal
12476,T4,1625000,241.70,Lisboa
12477,T3,272000,136.54,Viana do Castelo
12478,T1,335000,66.82,Faro
12479,T3,1000000,169,Porto
12480,T3,589000,88,Lisboa
12481,T3,480000,133.95,Faro
12483,T3,789353,123.33,Lisboa
12484,T2,531000,97.70,Faro
12485,T3,1100000,268,Porto
12486,T3,885000,156,Lisboa
12487,T2,790000,110,Lisboa
12488,T2,240000,110,Braga
12490,T3,1350000,174.14,Lisboa
12491,T2,720000,124,Ilha da Madeira
12492,T2,290000,70,Faro
12493,T1,280000,72,Faro
12494,T5,4800000,274.23,Lisboa
12495,T3,2050000,161.50,Lisboa
12496,T3,1900000,161.50,Lisboa
12497,T4,3300000,195.94,Lisboa
12498,T5,4800000,274.23,Lisboa
12499,T5,4500000,279.69,Lisboa
12500,T5,4300000,261.20,Lisboa
12501,T3,340000,118,Lisboa
12502,T3,320000,118,Lisboa
12503,T5,4300000,274.10,Lisboa
12504,T4,3000000,195.94,Lisboa
12505,T1,435000,87,Lisboa
12506,T3,749000,97.20,Lisboa
12507,T1,285000,62,Lisboa
12508,T1,285000,62,Lisboa
12509,T2,345000,64.21,Lisboa
12510,T4,850000,140,Lisboa
12511,T4,1375000,241.70,Lisboa
12512,T3,375000,124,Viana do Castelo
12513,T3,375000,124,Viana do Castelo
12514,T3,289000,117,Viana do Castelo
12515,T3,375000,124,Viana do Castelo
12516,T3,289000,117,Viana do Castelo
12517,T3,289000,117,Viana do Castelo
12518,T3,289000,117,Viana do Castelo
12519,T3,269000,117,Viana do Castelo
12520,T3,269000,117,Viana do Castelo
12521,T3,269000,117,Viana do Castelo
12522,T3,264000,117,Viana do Castelo
12523,T3,264000,117,Viana do Castelo
12524,T3,274000,117,Viana do Castelo
12525,T3,264000,117,Viana do Castelo
12526,T2,350000,110,Viana do Castelo
12527,T2,225000,82,Viana do Castelo
12528,T2,215000,82,Viana do Castelo
12529,T2,225000,82,Viana do Castelo
12530,T2,210000,82,Viana do Castelo
12531,T2,210000,82,Viana do Castelo
12532,T2,210000,82,Viana do Castelo
12533,T2,210000,82,Viana do Castelo
12534,T2,225000,86,Faro
12535,T2,192500,96,Porto
12536,T3,245000,167,Lisboa
12538,T2,777000,98,Lisboa
12539,T3,922000,121,Lisboa
12540,T2,495000,97.70,Faro
12541,T3,613000,89,Lisboa
12542,T2,300972,103,Faro
12543,T2,495000,97.70,Faro
12544,T3,269500,136.54,Viana do Castelo
12545,T2,475000,135.30,Faro
12547,T5,470000,110,Lisboa
12548,T2,187500,62,Setúbal
12549,T2,260000,82,Faro
12550,T2,495000,114.50,Faro
12551,T2,250000,74,Faro
12552,T3,649000,146,Ilha da Madeira
12553,T3,1290000,167.52,Lisboa
12554,T2,190000,103.40,Castelo Branco
12555,T2,155000,72.10,Castelo Branco
12556,T2,160000,96.90,Castelo Branco
12557,T2,190000,103.40,Castelo Branco
12558,T2,135000,78.15,Castelo Branco
12559,T2,160000,95.75,Castelo Branco
12560,T2,340000,83,Porto
12561,T2,545000,114,Guarda
12562,T3,545000,152,Porto
12563,T2,430000,94,Porto
12564,T2,179900,95,Porto
12565,T3,189900,105,Porto
12566,T2,169900,82,Porto
12567,T2,179900,95,Porto
12568,T3,725000,263,Lisboa
12569,T2,425000,119,Faro
12570,T3,540000,126,Porto
12571,T1,194000,88,Braga
12572,T1,750000,110,Setúbal
12575,T0,195000,44.78,Porto
12576,T2,179900,82,Porto
12577,T3,1350000,176.36,Lisboa
12578,T3,875490,178.50,Porto
12579,T2,463680,110.40,Porto
12580,T2,471030,112.15,Porto
12581,T2,463680,110.40,Porto
12582,T1,322560,76.80,Porto
12583,T3,435000,134,Porto
12584,T1,500000,56.85,Lisboa
12585,T3,699000,129.48,Lisboa
12586,T2,187500,54,Setúbal
12587,T2,441000,97.70,Faro
12589,T3,921000,115,Lisboa
12590,T1,325000,45.69,Setúbal
12591,T1,330000,55.88,Setúbal
12592,T1,330000,58.54,Setúbal
12593,T1,325000,43.91,Setúbal
12594,T1,325000,43.91,Setúbal
12595,T1,325000,40.13,Setúbal
12596,T1,330000,55.29,Setúbal
12597,T1,320000,38.28,Setúbal
12598,T1,320000,40.12,Setúbal
12599,T1,325000,43.95,Setúbal
12600,T1,325000,40.10,Setúbal
12601,T1,325000,45.77,Setúbal
12602,T2,773000,100,Lisboa
12603,T1,330000,57.98,Setúbal
12604,T1,325000,45.65,Setúbal
12605,T1,325000,38.31,Setúbal
12608,T2,235300,87,Leiria
12610,T2,320000,80,Lisboa
12611,T3,197500,86,Setúbal
12613,T1,227000,50,Faro
12614,T3,765000,169.41,Porto
12615,T3,199900,120,Porto
12616,T4,2450000,208,Lisboa
12617,T1,240000,66,Porto
12618,T2,810000,98,Porto
12619,T3,375900,127,Lisboa
12620,T4,4500000,395,Lisboa
12621,T3,215000,112.45,Santarém
12622,T1,410000,74.73,Porto
12623,T3,245000,116.54,Apartamento para comprar: Castelo Branco
12624,T3,225000,133.98,Apartamento para comprar: Castelo Branco
12625,T3,215000,127.60,Apartamento para comprar: Castelo Branco
12626,T3,220000,146.20,Apartamento para comprar: Castelo Branco
12627,T3,210000,93.49,Apartamento para comprar: Castelo Branco
12628,T3,475000,107,Porto
12629,T3,840000,166.74,Porto
12630,T3,840000,169.83,Porto
12631,T3,790000,169.84,Porto
12632,T2,187500,54,Setúbal
12633,T3,349000,141,Lisboa
12635,T2,450000,99.40,Faro
12636,T4,1275000,258.20,Lisboa
12638,T3,399000,105,Lisboa
12640,T2,241000,112,Porto
12641,T3,1200000,130,Lisboa
12642,T3,445000,100,Lisboa
12643,T3,480000,120,Lisboa
12644,T3,490000,120,Lisboa
12645,T3,485000,120,Lisboa
12646,T3,495000,120,Lisboa
12647,T3,430000,122,Lisboa
12648,T2,525000,106.95,Faro
12650,T3,1395000,436,Ilha da Madeira
12651,T3,990000,395,Ilha da Madeira
12652,T3,425000,98.10,Lisboa
12653,T2,400000,86,Porto
12654,T3,765000,128,Lisboa
12655,T1,500000,57.21,Lisboa
12656,T3,350000,119.30,Porto
12657,T4,4500000,302,Lisboa
12658,T3,504899,114,Setúbal
12659,T3,850000,131.74,Porto
12662,T5,2100000,293,Porto
12663,T0,400000,82,Porto
12664,T2,280000,75,Porto
12666,T2,187500,62,Setúbal
12667,T4,850000,207,Porto
12668,T1,175500,71,Faro
12669,T1,400000,120,Lisboa
12670,T3,1200000,341,Lisboa
12671,T3,750000,241,Lisboa
12672,T2,260000,80,Faro
12673,T3,155000,97,Porto
12674,T2,225000,82,Porto
12675,T3,566000,162.70,Porto
12676,T2,495000,94.70,Faro
12677,T3,517500,129.05,Faro
12678,T2,450000,99.40,Faro
12679,T3,562500,129.05,Faro
12680,T2,495000,97.70,Faro
12681,T3,585000,129.05,Faro
12682,T2,517500,106.55,Faro
12683,T2,495000,97.70,Faro
12684,T2,517500,106.55,Faro
12685,T2,531000,97.70,Faro
12686,T3,630000,129.05,Faro
12687,T3,495000,122.98,Porto
12688,T2,217500,73,Porto
12689,T3,213500,93,Braga
12690,T3,650000,140,Porto
12694,T1,319900,50,Lisboa
12695,T1,295900,51.49,Lisboa
12696,T0,310000,49,Porto
12697,T0,325000,52,Porto
12698,T4,1450000,228,Porto
12699,T3,410000,148.02,Porto
12701,T1,295000,48.10,Faro
12702,T3,475000,145,Porto
12703,T3,265000,91.80,Faro
12704,T2,220000,86.60,Faro
12705,T3,215000,92,Aveiro
12706,T3,210000,96,Aveiro
12707,T3,200000,96,Aveiro
12708,T3,285000,101,Setúbal
12709,T4,714000,278.80,Leiria
12710,T2,315000,139.10,Leiria
12711,T4,630000,163.70,Porto
12712,T4,685000,188,Porto
12713,T3,262500,123,Porto
12714,T2,450000,94.90,Aveiro
12715,T3,768443,123.40,Lisboa
12716,T1,140000,100,Porto
12717,T2,125000,81,Santarém
12718,T1,178000,53,Aveiro
12719,T3,495000,107.80,Ilha da Madeira
12720,T1,485000,57.21,Lisboa
12721,T1,260000,73,Porto
12722,T2,355000,103,Setúbal
12723,T3,410000,132,Setúbal
12724,T2,350000,103,Setúbal
12725,T3,1150000,119.25,Lisboa
12726,T2,415000,82.45,Faro
12727,T2,420000,124.20,Faro
12728,T2,625000,122,Faro
12729,T2,170000,78,Aveiro
12730,T2,299000,140.50,Porto
12731,T1,245000,63.36,Faro
12732,T2,1100000,123,Faro
12733,T1,279500,63,Porto
12734,T3,875490,178.50,Porto
12735,T2,185000,102,Setúbal
12736,T1,310000,74,Porto
12737,T3,730000,138,Lisboa
12738,T1,1200000,200,Faro
12739,T3,350000,88,Faro
12740,T1,1200000,183,Faro
12741,T2,340000,111,Faro
12742,T1,1200000,215,Faro
12743,T1,720000,173,Faro
12744,T1,720000,174,Faro
12745,T1,1200000,199,Faro
12746,T3,730000,150,Lisboa
12747,T3,375000,124,Viana do Castelo
12748,T3,264000,117,Viana do Castelo
12749,T3,264000,117,Viana do Castelo
12750,T3,397000,140,Porto
12751,T3,269000,117,Viana do Castelo
12752,T3,289000,117,Viana do Castelo
12753,T3,269000,117,Viana do Castelo
12754,T2,160000,115.70,Aveiro
12755,T2,200000,68,Braga
12756,T3,225000,92,Ilha da Madeira
12757,T1,320000,94,Faro
12758,T1,199950,87,Faro
12759,T3,397500,117,Faro
12760,T2,350000,122,Faro
12761,T2,410000,148,Faro
12762,T2,350000,114,Faro
12763,T1,330000,108,Faro
12764,T1,480000,201,Faro
12765,T4,450000,135,Faro
12766,T3,590000,132.85,Faro
12767,T2,178500,82,Porto
12768,T2,169000,75,Aveiro
12769,T2,447000,78.70,Faro
12770,T5,575000,152,Coimbra
12771,T3,635000,150.80,Ilha da Madeira
12772,T3,2490000,157.10,Lisboa
12773,T3,485000,98.35,Porto
12774,T3,465000,98.67,Porto
12775,T3,199000,85,Porto
12776,T2,185000,152,Setúbal
12778,T2,385000,94,Faro
12781,T3,370000,130,Faro
12782,T2,1280000,146,Lisboa
12783,T2,650000,72.20,Lisboa
12784,T3,445000,134,Porto
12785,T3,465000,98.67,Porto
12786,T3,462500,98.67,Porto
12787,T2,435000,92.43,Porto
12788,T2,178500,82,Porto
12789,T2,270000,110,Porto
12790,T1,155000,41,Faro
12791,T3,263000,150,Porto
12792,T2,405000,101,Faro
12793,T1,299000,65,Faro
12794,T3,175000,132,Viana do Castelo
12795,T2,399000,88,Faro
12796,T3,195000,107,Faro
12797,T2,409280,109.48,Aveiro
12798,T3,586760,157.99,Aveiro
12799,T3,506280,135.36,Aveiro
12800,T2,413800,109.35,Aveiro
12801,T2,449640,119.43,Aveiro
12802,T3,501280,135.36,Aveiro
12803,T3,485120,130.81,Aveiro
12804,T3,480120,130.81,Aveiro
12805,T2,408800,109.35,Aveiro
12806,T2,404280,109.48,Aveiro
12807,T3,498160,137.29,Aveiro
12808,T3,475120,130.81,Aveiro
12809,T3,496280,135.36,Aveiro
12810,T2,399280,109.48,Aveiro
12811,T2,403800,109.35,Aveiro
12812,T2,419640,113.80,Aveiro
12813,T2,398800,109.35,Aveiro
12814,T2,414640,113.80,Aveiro
12815,T3,491280,135.36,Aveiro
12816,T2,394280,109.48,Aveiro
12817,T3,475400,132.30,Aveiro
12818,T2,409640,113.80,Aveiro
12819,T3,470120,130.81,Aveiro
12820,T3,486280,135.36,Aveiro
12821,T3,465120,130.81,Aveiro
12822,T2,404640,113.80,Aveiro
12823,T2,389280,109.48,Aveiro
12824,T2,351360,98.82,Aveiro
12825,T2,388800,109.35,Aveiro
12826,T3,500640,140.80,Aveiro
12827,T3,375000,124,Viana do Castelo
12829,T4,1375000,259.65,Lisboa
12831,T3,639000,92,Lisboa
12832,T3,1038000,115,Lisboa
12833,T2,234900,84,Aveiro
12834,T3,350000,112,Lisboa
12835,T3,350000,112,Lisboa
12836,T3,350000,100,Lisboa
12837,T3,481280,135.36,Aveiro
12838,T2,895000,89,Lisboa
12839,T3,640000,119,Aveiro
12840,T2,295000,77.64,Lisboa
12841,T2,295000,77.64,Lisboa
12842,T2,210000,82,Viana do Castelo
12843,T2,210000,82,Viana do Castelo
12844,T3,284000,137,Braga
12845,T2,413400,100.48,Faro
12846,T3,577700,146,Faro
12847,T2,365000,109,Porto
12848,T2,375000,107,Porto
12849,T2,365000,112,Porto
12850,T2,360000,118,Porto
12851,T2,375000,113,Porto
12852,T2,365000,113,Porto
12853,T4,1028200,175.50,Faro
12854,T4,694300,171,Faro
12855,T2,320000,101,Porto
12856,T2,330000,101,Porto
12857,T2,335000,114,Porto
12858,T3,609500,146,Faro
12860,T3,215000,103,Porto
12861,T2,413400,100.48,Faro
12862,T1,450000,97,Faro
12863,T3,420000,117,Setúbal
12864,T1,495000,116,Faro
12865,T3,185000,102,Braga
12866,T3,995000,125,Lisboa
12867,T4,225000,198,Aveiro
12868,T3,580000,105,Lisboa
12869,T2,420000,94,Porto
12870,T2,420000,87,Porto
12871,T2,278000,93,Faro
12873,T3,631000,92,Lisboa
12874,T3,770000,157.30,Porto
12875,T3,1008000,115,Lisboa
12876,T4,1790000,175.45,Lisboa
12877,T4,2375000,263.70,Lisboa
12878,T2,724000,78,Lisboa
12879,T1,130000,63,Porto
12880,T3,450000,159,Faro
12881,T0,79800,54,Santarém
12882,T3,145000,111.83,Braga
12883,T2,265000,92,Porto
12884,T4,435000,213,Porto
12885,T2,265000,92,Porto
12886,T4,435000,213,Porto
12887,T2,790000,111,Lisboa
12888,T2,765000,111,Lisboa
12889,T1,350000,80,Faro
12890,T2,375000,78,Faro
12891,T3,375000,129,Porto
12892,T2,392500,82,Faro
12893,T3,740000,120,Porto
12895,T3,870000,229.82,Porto
12896,T4,211900,102,Porto
12897,T3,410000,124.60,Porto
12898,T3,314000,143,Porto
12899,T2,152000,90,Santarém
12900,T3,740000,149,Porto
12901,T1,179500,62,Lisboa
12902,T2,315000,125.28,Faro
12903,T3,895000,153,Lisboa
12904,T1,175000,47,Porto
12905,T3,397000,140,Porto
12906,T3,299000,103,Porto
12907,T5,4500000,360,Lisboa
12908,T4,674000,150,Porto
12909,T3,430350,123,Porto
12910,T3,425200,123,Porto
12911,T3,414800,123,Porto
12912,T0,249000,44.40,Coimbra
12913,T1,249000,45.60,Coimbra
12914,T1,269000,45.30,Coimbra
12915,T0,219000,44.40,Coimbra
12916,T1,219000,45.60,Coimbra
12917,T3,340000,120,Setúbal
12918,T3,840000,229.82,Porto
12919,T1,435000,86,Ilha da Madeira
12920,T3,335000,193,Braga
12921,T0,247500,37,Porto
12922,T1,177000,90,Ilha da Madeira
12923,T3,275000,110,Porto
12925,T2,197500,103,Porto
12927,T2,135000,100,Braga
12929,T1,289900,34,Lisboa
12930,T3,340000,124,Braga
12931,T2,195000,74,Lisboa
12933,T3,433500,144.50,Porto
12934,T3,440000,144.50,Porto
12935,T3,420000,144.50,Porto
12936,T1,295900,60,Lisboa
12937,T2,448000,105.20,Ilha da Madeira
12938,T3,749000,152.40,Lisboa
12939,T4,1680000,221,Lisboa
12940,T4,410000,150.50,Porto
12942,T2,390000,91,Setúbal
12943,T3,540000,126,Porto
12944,T4,449000,123.60,Lisboa
12946,T2,580000,100.18,Lisboa
12947,T3,252000,116,Faro
12948,T3,1310000,173,Porto
12949,T1,845000,68,Lisboa
12950,T2,149900,73.16,Setúbal
12951,T2,189000,62,Lisboa
12957,T3,262500,138,Coimbra
12958,T3,424480,132.65,Aveiro
12959,T2,165000,65,Setúbal
12960,T2,315000,78,Faro
12961,T3,395000,138,Coimbra
12962,T2,120000,94,Porto
12963,T1,214900,125.60,Lisboa
12964,T4,1150000,305.47,Porto
12965,T1,299000,68,Faro
12966,T4,770000,158.12,Lisboa
12967,T2,360000,117.50,Porto
12968,T2,350000,117.50,Porto
12969,T2,340000,117.50,Porto
12970,T2,290000,100,Porto
12971,T2,590000,151,Porto
12972,T2,335000,113,Porto
12973,T4,320000,176,Lisboa
12974,T1,289900,33.68,Lisboa
12975,T2,259000,104,Porto
12976,T3,265000,142,Coimbra
12977,T2,159000,62,Lisboa
12978,T1,285000,52,Lisboa
12979,T3,580000,139,Porto
12980,T2,358000,226,Porto
12981,T1,300000,74,Porto
12982,T3,259000,100,Porto
12984,T3,515000,115,Setúbal
12985,T3,1215000,155,Porto
12989,T2,440000,125,Porto
12990,T3,399000,74,Lisboa
12991,T4,576000,166,Porto
12992,T3,165000,114,Aveiro
12995,T3,262000,116.39,Porto
12996,T3,255000,116.79,Porto
12997,T2,220000,73.44,Porto
12998,T3,265000,110.49,Porto
12999,T2,220000,73.44,Porto
13000,T3,255000,110.49,Porto
13001,T2,159000,68,Faro
13002,T3,450000,159,Faro
13003,T3,1573200,184.40,Lisboa
13004,T4,970000,138.50,Lisboa
13005,T3,1207500,139.70,Lisboa
13006,T3,1350000,198.20,Lisboa
13007,T3,340000,152,Braga
13008,T4,911000,138.50,Lisboa
13009,T4,1085700,138.90,Lisboa
13010,T2,485520,73.71,Lisboa
13011,T3,180000,117.80,Coimbra
13012,T2,1100500,140.90,Faro
13013,T1,337500,99.25,Faro
13014,T2,492500,139.60,Faro
13015,T2,585000,78.53,Lisboa
13016,T2,585000,78.53,Lisboa
13017,T2,575000,78.53,Lisboa
13018,T2,565000,78.53,Lisboa
13019,T2,565000,78.53,Lisboa
13020,T2,630000,79.26,Lisboa
13021,T2,760000,99.43,Lisboa
13022,T2,620000,79.26,Lisboa
13023,T1,459000,59.87,Lisboa
13024,T1,469000,62.93,Lisboa
13025,T1,449000,59.87,Lisboa
13026,T1,459000,62.93,Lisboa
13027,T1,439000,59.87,Lisboa
13028,T1,449000,62.89,Lisboa
13029,T1,479000,62.93,Lisboa
13030,T1,418000,52.64,Lisboa
13031,T1,490000,62.93,Lisboa
13032,T1,469000,59.87,Lisboa
13033,T1,393000,51.64,Lisboa
13034,T4,2400000,227.55,Lisboa
13035,T4,1390000,183.51,Lisboa
13036,T4,1435000,183.51,Lisboa
13037,T4,1420000,183.51,Lisboa
13038,T4,1405000,183.51,Lisboa
13039,T2,595000,78.53,Lisboa
13040,T2,595000,78.53,Lisboa
13041,T2,575000,78.53,Lisboa
13042,T2,610000,79.26,Lisboa
13043,T2,790000,99.43,Lisboa
13044,T2,650000,79.26,Lisboa
13045,T2,650000,79.26,Lisboa
13046,T2,780000,99.43,Lisboa
13047,T2,640000,79.26,Lisboa
13048,T2,640000,79.26,Lisboa
13049,T2,770000,99.43,Lisboa
13050,T2,630000,79.26,Lisboa
13051,T2,620000,79.26,Lisboa
13052,T2,750000,99.43,Lisboa
13053,T2,610000,79.26,Lisboa
13054,T2,530000,74.79,Lisboa
13055,T4,1375000,183.51,Lisboa
13056,T0,403000,50.70,Lisboa
13057,T0,398000,50.70,Lisboa
13058,T0,388000,50.70,Lisboa
13059,T0,383000,50.70,Lisboa
13060,T1,191000,44,Leiria
13061,T3,350000,120,Lisboa
13062,T3,350000,120,Lisboa
13063,T0,165000,40,Porto
13064,T4,598500,138,Lisboa
13065,T3,850000,168.10,Porto
13066,T2,703000,78,Lisboa
13067,T3,805035,122.49,Lisboa
13068,T3,545000,139,Lisboa
13069,T4,2425000,281.70,Lisboa
13070,T1,467000,48,Lisboa
13071,T4,319500,140,Lisboa
13072,T4,460000,193,Porto
13073,T2,350000,120,Porto
13074,T2,275000,70,Lisboa
13076,T2,220000,73,Porto
13077,T2,270000,103,Setúbal
13078,T4,460000,160,Porto
13079,T2,244900,76,Faro
13080,T3,1300000,257,Porto
13084,T3,505000,98.75,Faro
13085,T2,480000,133.95,Faro
13086,T1,289900,45,Lisboa
13087,T4,215000,100,Setúbal
13088,T1,289900,37.50,Lisboa
13089,T2,286500,99.50,Porto
13090,T2,220000,81,Faro
13091,T3,375000,140,Porto
13092,T2,282000,99.50,Porto
13093,T2,225000,79,Setúbal
13094,T2,400680,95.40,Porto
13095,T2,400680,95.40,Porto
13096,T2,463680,110.40,Porto
13097,T2,463680,110.40,Porto
13098,T2,471030,110.40,Porto
13099,T2,400680,95.40,Porto
13100,T1,322560,76.80,Porto
13102,T1,215000,55,Porto
13103,T3,195000,131,Santarém
13104,T1,182500,48,Faro
13105,T3,360000,128,Porto
13106,T3,357000,125,Porto
13107,T2,270000,79,Porto
13108,T3,195000,107,Porto
13109,T2,295000,79,Porto
13110,T1,187000,59,Porto
13111,T2,185000,99.60,Coimbra
13112,T3,340000,120,Lisboa
13113,T3,320000,154,Porto
13114,T1,175000,59,Porto
13115,T3,470000,2 000,Ilha da Madeira
13116,T2,350000,2 000,Ilha da Madeira
13117,T3,460000,2 000,Ilha da Madeira
13118,T2,420000,248,Ilha da Madeira
13119,T2,175000,62,Coimbra
13120,T3,360000,115,Lisboa
13121,T3,330000,115,Lisboa
13122,T3,350000,120,Lisboa
13123,T5,690000,270,Setúbal
13124,T3,1023000,141.70,Lisboa
13125,T1,192500,67.20,Leiria
13126,T1,235000,84,Porto
13127,T3,210000,91,Lisboa
13129,T3,340000,123,Setúbal
13130,T1,249500,58,Viana do Castelo
13131,T2,215000,71,Faro
13132,T2,259800,70,Lisboa
13133,T2,215000,108.20,Aveiro
13134,T1,197000,50,Porto
13135,T3,450000,110,Faro
13136,T2,474300,73.71,Lisboa
13137,T3,300000,133,Coimbra
13138,T3,1199000,145,Lisboa
13139,T2,169200,93,Aveiro
13140,T2,780000,115.95,Lisboa
13141,T2,215000,69.90,Setúbal
13142,T2,215000,66.70,Setúbal
13143,T1,160000,50,Faro
13144,T4,250000,97,Porto
13145,T3,460000,159,Faro
13146,T3,176000,127,Leiria
13147,T3,470000,159,Faro
13148,T2,370000,122,Lisboa
13149,T3,695000,141,Lisboa
13150,T2,975000,160,Porto
13151,T3,895000,154,Lisboa
13152,T1,454000,48,Lisboa
13153,T2,750000,93,Lisboa
13154,T1,8000,70,Faro
13155,T4,749900,120,Lisboa
13156,T3,435000,136,Lisboa
13157,T3,229500,73,Lisboa
13161,T2,200000,99.80,Aveiro
13162,T2,680000,103.20,Faro
13163,T2,650000,103.20,Faro
13164,T2,655000,91.30,Faro
13170,T3,237500,123,Coimbra
13171,T3,350000,115,Lisboa
13172,T3,340000,115,Lisboa
13173,T2,850000,109,Lisboa
13174,T3,1950000,397,Porto
13175,T2,825000,86,Lisboa
13176,T3,510000,227,Faro
13177,T3,265000,127.97,Faro
13178,T3,510000,159,Faro
13179,T2,290000,83,Faro
13180,T2,430000,98.04,Aveiro
13181,T3,360000,115,Lisboa
13182,T3,1280000,121,Lisboa
13183,T3,970000,133,Lisboa
13184,T3,985000,133,Lisboa
13185,T3,350000,107.50,Lisboa
13186,T3,350000,111.30,Lisboa
13187,T2,475000,87.40,Faro
13188,T3,199500,140,Aveiro
13189,T3,325000,125,Braga
13190,T4,259000,137.46,Aveiro
13191,T4,1060000,175,Faro
13192,T4,1028000,175,Faro
13193,T2,455000,149,Faro
13194,T2,455000,134,Faro
13195,T3,651000,148,Faro
13196,T2,445000,129,Faro
13197,T3,641000,148,Faro
13198,T3,598000,148,Faro
13199,T2,434000,84,Faro
13200,T2,434000,100,Faro
13201,T3,588000,148,Faro
13202,T2,424000,100,Faro
13203,T2,418000,100,Faro
13204,T3,614000,146,Faro
13205,T3,577000,146,Faro
13206,T4,694000,160,Faro
13207,T2,413000,100.48,Faro
13208,T3,330000,128.50,Braga
13209,T0,"80152,95",15,Braga
13210,T2,159900,72,Leiria
13211,T2,285000,80.64,Porto
13212,T2,728000,93,Lisboa
13213,T3,1038000,121,Lisboa
13214,T2,339900,84.23,Setúbal
13215,T3,450000,128,Porto
13216,T0,250000,38.40,Porto
13217,T3,1500000,164,Porto
13218,T3,695000,169.95,Porto
13219,T2,517140,74.21,Lisboa
13220,T2,507960,74.21,Lisboa
13221,T2,489600,75.27,Lisboa
13222,T2,502860,73.71,Lisboa
13223,T2,464100,73.71,Lisboa
13224,T2,474300,73.71,Lisboa
13225,T2,449820,69.63,Lisboa
13226,T2,462060,70.61,Lisboa
13227,T2,467160,71.24,Lisboa
13228,T2,503880,70.77,Lisboa
13229,T2,471240,78.69,Lisboa
13230,T2,440640,72.54,Lisboa
13231,T2,476340,75.27,Lisboa
13232,T2,453900,75.89,Lisboa
13233,T2,484500,75.27,Lisboa
13234,T3,1100000,190,Porto
13235,T4,2120000,219.40,Lisboa
13236,T1,350000,61,Lisboa
13237,T3,936000,156,Lisboa
13238,T2,630000,89.50,Lisboa
13239,T2,772000,98,Lisboa
13240,T3,1237000,125,Lisboa
13241,T3,764900,158,Porto
13242,T3,695000,141.20,Lisboa
13243,T2,285000,104,Faro
13246,T3,350000,122,Aveiro
13247,T4,1990000,285,Lisboa
13250,T2,315000,140,Faro
13251,T3,400000,145,Porto
13254,T3,379000,110,Lisboa
13255,T1,192000,67.11,Braga
13256,T1,197500,64.08,Braga
13257,T1,197500,63.80,Braga
13258,T1,200000,64.08,Braga
13259,T1,202240,64.08,Braga
13260,T1,194000,62,Braga
13261,T1,210000,67.11,Braga
13262,T1,200000,63.80,Braga
13263,T1,200000,64.08,Braga
13264,T1,195000,62,Braga
13265,T1,202000,64.30,Braga
13266,T1,203000,64.08,Braga
13267,T1,210000,67.11,Braga
13268,T1,203000,64.08,Braga
13269,T1,201400,63.80,Braga
13270,T1,203000,64.30,Braga
13271,T1,205000,64.08,Braga
13272,T1,205000,64.08,Braga
13273,T3,309500,95,Setúbal
13274,T3,129500,109,Santarém
13275,T3,641900,131,Lisboa
13276,T5,1100000,261,Lisboa
13277,T4,2500000,550.94,Ilha da Madeira
13279,T1,180000,50,Coimbra
13280,T3,320000,148,Porto
13281,T2,195000,91,Porto
13282,T4,350000,151.30,Porto
13283,T4,675000,175,Lisboa
13284,T0,149900,34,Faro
13285,T1,310000,60.60,Lisboa
13286,T2,290000,78.60,Faro
13287,T3,485000,187,Setúbal
13288,T3,465000,169,Setúbal
13289,T3,370000,125,Setúbal
13290,T3,365000,125,Setúbal
13291,T3,360000,125,Setúbal
